LONGITUDE,LATITUDE,OBJECTID,PRIMARY_KEY,ID_NUM,BETWEEN_STREETS,BETWEEN_STREET1,BETWEEN_STREET2,DIRECTION_BOUND,START_DATE,END_DATE,Count_year,AVE_WEEKDAY_TRAFFIC,AM_PEAK_8TO9,PM_PEAK_5TO6,OTHER_PEAK_TIMES,PERCENT_HEAVY_VEHICLES,SPEED_LIMIT,PERCENTILE_85TH,PERCENT_EXCEED_SPEED_LIMIT,DATA_COLLECTED_BY,LAST_EDITED_DATE
115.850551,-31.95415702,30432,1065,492_491,Spring Street,Mount St,Mounts Bay Rd,Southbound,2018/03/16 00:00:00+00,2018/03/28 00:00:00+00,2018,6377,783,402,,2.22,,40.7,0.8,PENTAGON S,2019/02/24 08:20:33+00
115.852717,-31.95450599,30433,1074,498_499,Mill Street,St Georges Tce,Mounts Bay Rd,Northbound,2018/03/19 00:00:00+00,2018/03/19 00:00:00+00,2018,3645,352,266,,13.72,,32,0.2,PENTAGON S,2019/02/24 08:20:33+00
115.852717,-31.95450599,30434,904,498_499,Mill Street,St Georges Tce,Mounts Bay Rd,Northbound,2017/05/01 00:00:00+00,2017/05/16 00:00:00+00,2017,2772,317,170,190 (1600-1700),27.19,40,35.6,5.8,COP,2019/02/24 08:20:33+00
115.852717,-31.95450599,30435,677,498_499,Mill Street,St Georges Tce,Mounts Bay Rd,Northbound,2016/02/01 00:00:00+00,2016/02/15 00:00:00+00,2016,3785,425,225,235 (16:00 - 17:00),21.9,40,34,3.6,COP,2019/02/24 08:20:33+00
115.852717,-31.95450599,30436,678,498_499,Mill Street,St Georges Tce,Mounts Bay Rd,Southbound,2016/02/01 00:00:00+00,2016/02/15 00:00:00+00,2016,3825,281,276,,6.1,40,40,15.1,COP,2019/02/24 08:20:33+00
115.852717,-31.95450599,30437,568,498_499,Mill Street,St Georges Tce,Mounts Bay Rd,Northbound,2015/05/04 00:00:00+00,2015/05/18 00:00:00+00,2015,4497,454,289,,13.4,40,33,2.2,COP,2019/02/24 08:20:33+00
115.852717,-31.95450599,30438,569,498_499,Mill Street,St Georges Tce,Mounts Bay Rd,Southbound,2015/05/04 00:00:00+00,2015/05/18 00:00:00+00,2015,3953,322,282,,5.7,40,40,15.3,COP,2019/02/24 08:20:33+00
115.852717,-31.95450599,30439,1205,498_499,Mill Street,St Georges Terrace,Mounts Bay Rd,Northbound,2019/03/07 00:00:00+00,2019/03/18 00:00:00+00,2019,3420,355,283,,20.7,40,38.7,11.15,Austraffic,2019/02/24 08:20:33+00
115.852717,-31.95450599,30440,1206,498_499,Mill Street,St Georges Terrace,Mounts Bay Rd,Southbound,2019/03/07 00:00:00+00,2019/03/18 00:00:00+00,2019,4388,393,342,,7.8,40,36.18,6.69,Austraffic,2019/02/24 08:20:33+00
115.852717,-31.95450599,30441,905,498_499,Mill Street,St Georges Tce,Mounts Bay Rd,Southbound,2017/05/01 00:00:00+00,2017/05/16 00:00:00+00,2017,4096,299,296,,8.42,40,38.5,11.7,COP,2019/02/24 08:20:33+00
115.852717,-31.95450599,30442,1080,498_499,Mill Street,St Georges Tce,Mounts Bay Rd,Southbound,2018/03/19 00:00:00+00,2018/03/19 00:00:00+00,2018,4505,367,320,,7.96,,36.7,0.6,PENTAGON S,2019/02/24 08:20:33+00
115.852717,-31.95450599,30443,689,498_499,Mill Street,St Georges Tce,Mounts Bay Rd,Northbound,2016/02/22 00:00:00+00,2016/03/06 00:00:00+00,2016,3808,390,225,240 (16:00 - 17:00),23.1,40,34,2.81,COP,2019/02/24 08:20:33+00
115.854139,-31.95568304,30444,1207,503_506,Mounts Bay Road,Mill Street,William Street,Eastbound,2019/03/07 00:00:00+00,2019/03/18 00:00:00+00,2019,12509,1096,747,,3.9,40,48.51,49.88,Austraffic,2019/02/24 08:20:33+00
115.854139,-31.95568304,30445,1208,503_506,Mounts Bay Road,Mill Street,William Street,Westbound,2019/03/07 00:00:00+00,2019/03/18 00:00:00+00,2019,2217,187,212,,5.2,40,51.75,78.78,Austraffic,2019/02/24 08:20:33+00
115.854139,-31.95568304,30446,1059,503_506,Mounts Bay Road,Mill St,William St,Westbound,2018/03/12 00:00:00+00,2018/03/19 00:00:00+00,2018,1681,126,137,,3.01,,50.8,1.3,PENTAGON S,2019/02/24 08:20:33+00
115.854139,-31.95568304,30447,1060,503_506,Mounts Bay Road,Mill St,William St,Westbound,2018/03/12 00:00:00+00,2018/03/19 00:00:00+00,2018,976,86,93,,2.49,,51.5,1.8,PENTAGON S,2019/02/24 08:20:33+00
115.854139,-31.95568304,30448,1037,503_506,Mounts Bay Road,Mill St,William St,Eastbound,2018/03/12 00:00:00+00,2018/03/19 00:00:00+00,2018,5889,501,183,399 (1300 - 1400),2.73,,50,1.2,PENTAGON S,2019/02/24 08:20:33+00
115.854139,-31.95568304,30449,1039,503_506,Mounts Bay Road,Mill St,William St,Eastbound,2018/03/12 00:00:00+00,2018/03/19 00:00:00+00,2018,6893,603,525,,3.53,,46.8,0.7,PENTAGON S,2019/02/24 08:20:33+00
115.8561964,-31.95538339,30450,566,514_519,William Street,St Georges Tce,The Esplanade,Northbound,2015/05/04 00:00:00+00,2015/05/18 00:00:00+00,2015,3227,217,196,214 (12:00 -13:00),12.5,50,39,1.1,COP,2019/02/24 08:20:33+00
115.8561964,-31.95538339,30451,567,514_519,William Street,St Georges Tce,The Esplanade,Southbound,2015/05/04 00:00:00+00,2015/05/18 00:00:00+00,2015,6754,456,482,501 (16:00 -17:00),16,50,40,16.9,COP,2019/02/24 08:20:33+00
115.8561964,-31.95538339,30452,685,514_519,William Street,St Georges Tce,Mounts Bay Rd,Northbound,2016/02/22 00:00:00+00,2016/03/06 00:00:00+00,2016,3665,234,235,248 (11:00 - 12:00),10.3,40,38,11.43,COP,2019/02/24 08:20:33+00
115.8561964,-31.95538339,30453,686,514_519,William Street,St Georges Tce,Mounts Bay Rd,Southbound,2016/02/22 00:00:00+00,2016/03/06 00:00:00+00,2016,6487,388,492,,18.4,40,39,13.93,COP,2019/02/24 08:20:33+00
115.8561964,-31.95538339,30454,956,514_519,William Street,The Esplanade,St Georges Tce,Northbound,2017/06/12 00:00:00+00,2017/06/26 00:00:00+00,2017,3792,265,241,250 (1200-1300),8.39,40,38.5,11.9,COP,2019/02/24 08:20:33+00
115.8561964,-31.95538339,30455,961,514_519,William Street,The Esplanade,St Georges Tce,Southbound,2017/06/19 00:00:00+00,2017/06/26 00:00:00+00,2017,4522,270,379,386 (1600-1700),2.88,40,37.8,10.7,COP,2019/02/24 08:20:33+00
115.8595502,-31.95608234,30456,899,517_519,Barrack Street,St Georges Tce,The Esplanade,Northbound,2017/05/01 00:00:00+00,2017/05/04 00:00:00+00,2017,6845,548,425,446 (1200-1300),4.58,40,36.7,6.3,COP,2019/02/24 08:20:33+00
115.8595502,-31.95608234,30457,900,517_519,Barrack Street,St Georges Tce,The Esplanade,Southbound,2017/05/01 00:00:00+00,2017/05/08 00:00:00+00,2017,3195,205,267,,2.9,40,41.4,22,COP,2019/02/24 08:20:33+00
115.8595502,-31.95608234,30458,564,517_519,Barrack Street,St Georges Tce,The Esplanade,Northbound,2015/05/04 00:00:00+00,2015/05/18 00:00:00+00,2015,6518,550,394,410 (16:00 -17:00),8.7,40,42,2.6,COP,2019/02/24 08:20:33+00
115.8595502,-31.95608234,30459,565,517_519,Barrack Street,St Georges Tce,The Esplanade,Southbound,2015/05/04 00:00:00+00,2015/05/18 00:00:00+00,2015,1296,89,102,,3.8,40,44,2.8,COP,2019/02/24 08:20:33+00
115.8595502,-31.95608234,30460,688,517_519,Barrack Street,St Georges Tce,The Esplanade,Southbound,2016/02/22 00:00:00+00,2016/03/06 00:00:00+00,2016,2854,181,181,184 (18:00 - 19:00),5,40,43,27.67,COP,2019/02/24 08:20:33+00
115.8595502,-31.95608234,30461,687,517_519,Barrack Street,St Georges Tce,The Esplanade,Northbound,2016/02/22 00:00:00+00,2016/03/06 00:00:00+00,2016,6767,531,350,413 (14:00 - 15:00),5.7,40,39,12.4,COP,2019/02/24 08:20:33+00
115.8595502,-31.95608234,30462,481,517_519,Barrack Street,St Georges Tce,The Esplanade,Northbound,2014/03/13 00:00:00+00,2014/03/16 00:00:00+00,2014,12408,1058,944,,0,,,0,MRWA,2019/02/24 08:20:33+00
115.8595502,-31.95608234,30463,482,517_519,Barrack Street,St Georges Tce,The Esplanade,Southbound,2014/03/13 00:00:00+00,2014/03/16 00:00:00+00,2014,2025,121,293,,0,,,0,MRWA,2019/02/24 08:20:33+00
115.8595502,-31.95608234,30464,920,517_519,Barrack Street,St Georges Tce,The Esplanade,Northbound,2017/05/09 00:00:00+00,2017/05/16 00:00:00+00,2017,5809,469,319,416 (1200-1300),5.21,40,37.4,8.8,COP,2019/02/24 08:20:33+00
115.8595502,-31.95608234,30465,921,517_519,Barrack Street,St Georges Tce,The Esplanade,Southbound,2017/05/09 00:00:00+00,2017/05/16 00:00:00+00,2017,3095,213,257,,2.62,40,41.8,23.1,COP,2019/02/24 08:20:33+00
115.857541,-31.95650397,30466,1169,521_523,The Esplanade,Howard St,Sherwood Ct,Eastbound,2018/10/18 00:00:00+00,2018/10/29 00:00:00+00,2018,14059,1106,979,,0.053,50,45.72,0.06207,Austraffic,2019/02/24 08:20:33+00
115.857541,-31.95650397,30467,999,521_523,The Esplanade,Howard St,Sherwood Ct,Eastbound,2017/10/27 00:00:00+00,2017/11/05 00:00:00+00,2017,14971,1152,973,670 (1600-1700),3.84,40,47.7,10.2,PENTAGON S,2019/02/24 08:20:33+00
115.857541,-31.95650397,30468,813,521_523,The Esplanade,Howard St,Sherwood Ct,Eastbound,2016/12/06 00:00:00+00,2016/12/11 00:00:00+00,2016,15446,1145,1036,,5.7,40,49,48.78,Austraffic,2019/02/24 08:20:33+00
115.857541,-31.95650397,30469,654,521_523,The Esplanade,Beaufort St,William St,Eastbound,2015/11/23 00:00:00+00,2015/12/06 00:00:00+00,2015,10381,789,586,715 (16:00 - 17:00),6.6,50,54,28.6,COP,2019/02/24 08:20:33+00
115.857541,-31.95650397,30470,655,521_523,The Esplanade (Per Lane),Beaufort St,William St,Eastbound,2015/11/23 00:00:00+00,2015/12/06 00:00:00+00,2015,14526,1115,948,1051 (16:00 - 17:00),5.5,50,51,17.8,COP,2019/02/24 08:20:33+00
115.857541,-31.95650397,30471,656,521_523,The Esplanade (Per Lane),Beaufort St,William St,Westbound,2015/11/23 00:00:00+00,2015/12/06 00:00:00+00,2015,8934,726,239,572 (12:00 - 13:00),5.6,50,51,20.2,COP,2019/02/24 08:20:33+00
115.857541,-31.95650397,30472,657,521_523,The Esplanade,Beaufort St,William St,Westbound,2015/11/23 00:00:00+00,2015/12/06 00:00:00+00,2015,8166,683,224,538 (14:00 - 15:00),3.4,50,49,11.9,COP,2019/02/24 08:20:33+00
115.857541,-31.95650397,30473,547,521_523,The Esplanade,Beaufort St,William St,Westbound,2014/11/10 00:00:00+00,2014/11/24 00:00:00+00,2014,8473,586,354,621 (07:00 - 08:00)544 (12:00 - 13:00),6.3,50,50,16.6,COP,2019/02/24 08:20:33+00
115.857541,-31.95650397,30474,548,521_523,The Esplanade,Beaufort St,William St,Eastbound,2014/11/10 00:00:00+00,2014/11/24 00:00:00+00,2014,12801,936,889,895 (16:00 - 17:00),6.2,50,52,22.6,COP,2019/02/24 08:20:33+00
115.8572809,-31.95648999,30475,987,523_521,The Esplanade,Howard St,Sherwood Ct,Westbound,2017/10/23 00:00:00+00,2017/11/05 00:00:00+00,2017,10042,736,568,532 (0700 - 0800),3.84,40,45.55,6.6,PENTAGON S,2019/02/24 08:20:33+00
115.8572809,-31.95648999,30476,812,523_521,The Esplanade,Howard St,Sherwood Ct,Westbound,2016/12/03 00:00:00+00,2016/12/11 00:00:00+00,2016,11042,798,474,765 (14:00-15:00),3.7,40,49,45.87,Austraffic,2019/02/24 08:20:33+00
115.8572809,-31.95648999,30477,1170,523_521,The Esplanade,Howard St,Sherwood Ct,Westbound,2018/10/18 00:00:00+00,2018/10/29 00:00:00+00,2018,9297,713,521,,0.041,50,47.25,0.08494,Austraffic,2019/02/24 08:20:33+00
115.8587687,-31.9580214,30478,1045,526_590,Barrack Street,The Esplanade,Riverside Dr,Northbound,2018/03/12 00:00:00+00,2018/03/28 00:00:00+00,2018,6407,470,297,514 (700 - 800) & 434 (1400-1500),0,,45,0.3,PENTAGON S,2019/02/24 08:20:33+00
115.8587687,-31.9580214,30479,1089,526_590,Barrack Street,The Esplanade,Riverside Dr,Southbound,2018/03/20 00:00:00+00,2018/03/28 00:00:00+00,2018,622,33,48,42 (1000 - 1100),0,,44.6,0.2,PENTAGON S,2019/02/24 08:20:33+00
115.8587687,-31.9580214,30480,1199,526_590,Barrack Street,The Esplanade,Riverside Drive,Northbound,2019/03/07 00:00:00+00,2019/03/18 00:00:00+00,2019,9831,877,637,,5.8,50,45.72,5.98,Austraffic,2019/02/24 08:20:33+00
115.8587687,-31.9580214,30481,1200,526_590,Barrack Street,The Esplanade,Riverside Drive,Southbound,2019/03/07 00:00:00+00,2019/03/18 00:00:00+00,2019,10120,727,821,,5.3,50,44.73,2.96,Austraffic,2019/02/24 08:20:33+00
115.8587687,-31.9580214,30482,1051,526_590,Barrack Street,The Esplanade,Riverside Dr,Southbound,2018/03/12 00:00:00+00,2018/03/28 00:00:00+00,2018,9161,657,742,,0,,44.6,0.2,PENTAGON S,2019/02/24 08:20:33+00
115.8587687,-31.9580214,30483,1048,526_590,Barrack Street,The Esplanade,Riverside Dr,Northbound,2018/03/12 00:00:00+00,2018/03/28 00:00:00+00,2018,2882,367,252,,0,,47.5,0.9,PENTAGON S,2019/02/24 08:20:33+00
115.8570098,-31.95479707,30484,665,527_1705,St Georges Terrace,Barrack St,William St,Eastbound,2015/11/23 00:00:00+00,2015/12/06 00:00:00+00,2015,11597,764,719,722 (16:00 - 17:00),10.8,40,43,21,COP,2019/02/24 08:20:33+00
115.8621699,-31.95551743,30485,1244,527_529,Pier Street,St Georges Tce,Hay St,Southbound,2019/02/25 00:00:00+00,2019/03/03 00:00:00+00,2019,1486,115,112,,4.4,40,35.82,4.65,COP,2019/02/24 08:20:33+00
115.8621699,-31.95551743,30486,1112,527_529,Pier Street,St Georges Tce,Hay St,Southbound,2018/04/30 00:00:00+00,2018/05/07 00:00:00+00,2018,2343,169,177,182 (1600-1700),6.4,40,37.44,8.619,PENTAGON S,2019/02/24 08:20:33+00
115.8621699,-31.95551743,30487,579,527_529,Pier Street,St Georges Tce,Hay St,Southbound,2015/06/08 00:00:00+00,2015/06/22 00:00:00+00,2015,2819,192,208,,6.9,40,38,10,COP,2019/02/24 08:20:33+00
115.8606585,-31.95381845,30488,814,529_447,Barrack Street,Murray St,Hay St,Northbound,2016/12/03 00:00:00+00,2016/12/11 00:00:00+00,2016,4981,274,332,284 (11:00-12:00),8.9,40,37,9.03,Austraffic,2019/02/24 08:20:33+00
115.8606585,-31.95381845,30489,815,529_447,Barrack Street,Murray St,Hay St,Southbound,2016/12/03 00:00:00+00,2016/12/11 00:00:00+00,2016,2284,156,145,156 (18:00-19:00),4.4,40,40,16.88,Austraffic,2019/02/24 08:20:33+00
115.8606585,-31.95381845,30490,533,529_447,Barrack Street,Hay St,Murray St,Northbound,2014/10/20 00:00:00+00,2014/11/03 00:00:00+00,2014,6027,328,479,346 (11:00 -12:00),5.8,40,35,7.4,COP,2019/02/24 08:20:33+00
115.8606585,-31.95381845,30491,832,529_447,Barrack Street,Murray St,Hay St,Northbound,2017/02/14 00:00:00+00,2017/02/28 00:00:00+00,2017,5661,283,403,341 (1100-1200),7.63,40,35.6,6.6,COP,2019/02/24 08:20:33+00
115.8618725,-31.9560249,30492,1084,529_527,Barrack Street,Hay St,St Georges Tce,Southbound,2018/03/19 00:00:00+00,2018/03/22 00:00:00+00,2018,2637,187,214,,0,,38.2,0.5,PENTAGON S,2019/02/24 08:20:33+00
115.8594346,-31.95514336,30493,1084,529_527,Barrack Street,Hay St,St Georges Tce,Southbound,2018/03/19 00:00:00+00,2018/03/22 00:00:00+00,2018,2637,187,214,,0,,38.2,0.5,PENTAGON S,2019/02/24 08:20:33+00
115.8600031,-31.95521288,30494,1084,529_527,Barrack Street,Hay St,St Georges Tce,Southbound,2018/03/19 00:00:00+00,2018/03/22 00:00:00+00,2018,2637,187,214,,0,,38.2,0.5,PENTAGON S,2019/02/24 08:20:33+00
115.8618725,-31.9560249,30495,1111,529_527,Pier Street,St Georges Tce,Hay St,Northbound,2018/04/30 00:00:00+00,2018/05/07 00:00:00+00,2018,993,93,76,,2.5,40,36.72,6.784,PENTAGON S,2019/02/24 08:20:33+00
115.8594346,-31.95514336,30496,1111,529_527,Pier Street,St Georges Tce,Hay St,Northbound,2018/04/30 00:00:00+00,2018/05/07 00:00:00+00,2018,993,93,76,,2.5,40,36.72,6.784,PENTAGON S,2019/02/24 08:20:33+00
115.8600031,-31.95521288,30497,1111,529_527,Pier Street,St Georges Tce,Hay St,Northbound,2018/04/30 00:00:00+00,2018/05/07 00:00:00+00,2018,993,93,76,,2.5,40,36.72,6.784,PENTAGON S,2019/02/24 08:20:33+00
115.8618725,-31.9560249,30498,1243,529_527,Pier Street,St Georges Tce,Hay St,Northbound,2019/02/25 00:00:00+00,2019/03/03 00:00:00+00,2019,558,65,31,,2.4,40,36.18,5.22,COP,2019/02/24 08:20:33+00
115.8594346,-31.95514336,30499,1243,529_527,Pier Street,St Georges Tce,Hay St,Northbound,2019/02/25 00:00:00+00,2019/03/03 00:00:00+00,2019,558,65,31,,2.4,40,36.18,5.22,COP,2019/02/24 08:20:33+00
115.8600031,-31.95521288,30500,1243,529_527,Pier Street,St Georges Tce,Hay St,Northbound,2019/02/25 00:00:00+00,2019/03/03 00:00:00+00,2019,558,65,31,,2.4,40,36.18,5.22,COP,2019/02/24 08:20:33+00
115.8618725,-31.9560249,30501,1225,529_527,Barrack Street,Hay Street,Adelaide Terrace,Northbound,2019/03/14 00:00:00+00,2019/03/25 00:00:00+00,2019,5410,319,385,,6.6,40,35.91,5.62,Austraffic,2019/02/24 08:20:33+00
115.8594346,-31.95514336,30502,1225,529_527,Barrack Street,Hay Street,Adelaide Terrace,Northbound,2019/03/14 00:00:00+00,2019/03/25 00:00:00+00,2019,5410,319,385,,6.6,40,35.91,5.62,Austraffic,2019/02/24 08:20:33+00
115.8600031,-31.95521288,30503,1225,529_527,Barrack Street,Hay Street,Adelaide Terrace,Northbound,2019/03/14 00:00:00+00,2019/03/25 00:00:00+00,2019,5410,319,385,,6.6,40,35.91,5.62,Austraffic,2019/02/24 08:20:33+00
115.8618725,-31.9560249,30504,1226,529_527,Barrack Street,Hay Street,Adelaide Terrace,Southbound,2019/03/14 00:00:00+00,2019/03/25 00:00:00+00,2019,2593,179,199,,4.9,40,37.35,8.17,Austraffic,2019/02/24 08:20:33+00
115.8594346,-31.95514336,30505,1226,529_527,Barrack Street,Hay Street,Adelaide Terrace,Southbound,2019/03/14 00:00:00+00,2019/03/25 00:00:00+00,2019,2593,179,199,,4.9,40,37.35,8.17,Austraffic,2019/02/24 08:20:33+00
115.8600031,-31.95521288,30506,1226,529_527,Barrack Street,Hay Street,Adelaide Terrace,Southbound,2019/03/14 00:00:00+00,2019/03/25 00:00:00+00,2019,2593,179,199,,4.9,40,37.35,8.17,Austraffic,2019/02/24 08:20:33+00
115.8618725,-31.9560249,30507,1071,529_527,Barrack Street,Hay St,St Georges Tce,Northbound,2018/03/19 00:00:00+00,2018/03/28 00:00:00+00,2018,2134,131,154,134 (1100 - 1200),0,,32.4,0.2,PENTAGON S,2019/02/24 08:20:33+00
115.8594346,-31.95514336,30508,1071,529_527,Barrack Street,Hay St,St Georges Tce,Northbound,2018/03/19 00:00:00+00,2018/03/28 00:00:00+00,2018,2134,131,154,134 (1100 - 1200),0,,32.4,0.2,PENTAGON S,2019/02/24 08:20:33+00
115.8600031,-31.95521288,30509,1071,529_527,Barrack Street,Hay St,St Georges Tce,Northbound,2018/03/19 00:00:00+00,2018/03/28 00:00:00+00,2018,2134,131,154,134 (1100 - 1200),0,,32.4,0.2,PENTAGON S,2019/02/24 08:20:33+00
115.8618725,-31.9560249,30510,578,529_527,Pier Street,St Georges Tce,Hay St,Northbound,2015/06/08 00:00:00+00,2015/06/22 00:00:00+00,2015,801,81,61,,3,40,37,6.9,COP,2019/02/24 08:20:33+00
115.8594346,-31.95514336,30511,578,529_527,Pier Street,St Georges Tce,Hay St,Northbound,2015/06/08 00:00:00+00,2015/06/22 00:00:00+00,2015,801,81,61,,3,40,37,6.9,COP,2019/02/24 08:20:33+00
115.8600031,-31.95521288,30512,578,529_527,Pier Street,St Georges Tce,Hay St,Northbound,2015/06/08 00:00:00+00,2015/06/22 00:00:00+00,2015,801,81,61,,3,40,37,6.9,COP,2019/02/24 08:20:33+00
115.8634155,-31.95587782,30513,964,537_536,Irwin Street,Hay St,St Georges Tce,Southbound,2017/07/17 00:00:00+00,2017/07/24 00:00:00+00,2017,2335,172,192,,4.75,40,36.2,6.3,COP,2019/02/24 08:20:33+00
115.8634155,-31.95587782,30514,1098,537_536,Irwin Street,Hay St,St Georges Tce,Southbound,2018/04/30 00:00:00+00,2018/05/07 00:00:00+00,2018,2654,195,207,,5.3,40,35.82,4.849,PENTAGON S,2019/02/24 08:20:33+00
115.8634155,-31.95587782,30515,1245,537_536,Irwin Street,Hay St,St Georges Tce,Southbound ,2019/02/25 00:00:00+00,2019/03/03 00:00:00+00,2019,1126,94,56,,3.3,40,32.76,1.7,COP,2019/02/24 08:20:33+00
115.864089,-31.95473262,30516,1272,538_539,Irwin Street,Hay St,Murray St,Northbound,2019/04/01 00:00:00+00,2019/04/08 00:00:00+00,2019,2712,197,225,,4.3,40,33.84,2.48,COP,2019/02/24 08:20:33+00
115.864089,-31.95473262,30517,963,538_539,Irwin Street,Hay St,Murray St,Northbound,2017/07/17 00:00:00+00,2017/07/24 00:00:00+00,2017,2565,181,208,209 (0900-1000),4.4,40,35.6,4.6,COP,2019/02/24 08:20:33+00
115.864931,-31.95489601,30518,682,539_542,Murray Street,Irwin St,Victoria Ave,Eastbound,2016/02/22 00:00:00+00,2016/03/06 00:00:00+00,2016,2278,139,171,174 (16:00 - 17:00),9,40,39,12.93,COP,2019/02/24 08:20:33+00
115.864931,-31.95489601,30519,1248,539_542,Murray Street,Irwin St,Victoria Ave,West / East,2019/03/18 00:00:00+00,2019/03/25 00:00:00+00,2019,2476,138,194,,9.1,40,36.18,6.12,COP,2019/02/24 08:20:33+00
115.864931,-31.95489601,30520,1108,539_542,Murray Street,Irwin St,Victoria Ave,Eastbound,2018/04/30 00:00:00+00,2018/05/07 00:00:00+00,2018,2504,164,204,175 (1000-1100),9.5,40,38.7,11.43,PENTAGON S,2019/02/24 08:20:33+00
115.864931,-31.95489601,30521,561,539_542,Murray Street,Irwin St,Victoria Ave,Eastbound,2015/05/04 00:00:00+00,2015/05/18 00:00:00+00,2015,2333,139,190,158 (11:00 - 12:00)201 ( 16:00 - 17:00),9.8,40,40,14.4,COP,2019/02/24 08:20:33+00
115.864931,-31.95489601,30522,850,539_542,Murray Street,Irwin St,Victoria Ave,Eastbound,2017/03/06 00:00:00+00,2017/03/20 00:00:00+00,2017,2334,139,207,161 (1000-1100),8.46,40,38.5,11.7,COP,2019/02/24 08:20:33+00
115.864931,-31.95489601,30523,486,539_542,Murray Street,Irwin St,Victoria Ave,Eastbound,2014/03/17 00:00:00+00,2014/03/31 00:00:00+00,2014,2361,134,205,167 (11:00 -12:00),8.6,40,37.8,9.1,COP,2019/02/24 08:20:33+00
115.86482,-31.95615203,30524,485,540_543,Hay Street,Irwin St,Victoria Ave,Westbound,2014/03/17 00:00:00+00,2014/03/31 00:00:00+00,2014,5337,443,375,,9.3,40,43.9,30.6,COP,2019/02/24 08:20:33+00
115.86482,-31.95615203,30525,1088,540_543,Hay Street,Irwin St,Victoria Ave,Westbound,2018/03/19 00:00:00+00,2018/03/19 00:00:00+00,2018,4091,374,263,263 (1300 - 1400),7.83,,40.3,0.1,PENTAGON S,2019/02/24 08:20:33+00
115.86482,-31.95615203,30526,560,540_543,Hay Street,Irwin St,Victoria Ave,Westbound,2015/05/04 00:00:00+00,2015/05/18 00:00:00+00,2015,5186,445,337,338 (16:00 - 17:00),8.1,40,45,34.1,COP,2019/02/24 08:20:33+00
115.86482,-31.95615203,30527,1204,540_543,Hay Street,Irwin Street,Victoria Ave,Westbound,2019/03/08 00:00:00+00,2019/03/18 00:00:00+00,2019,5497,451,386,,7,40,35.64,5.6,Austraffic,2019/02/24 08:20:33+00
115.86482,-31.95615203,30528,1085,540_543,Hay Street,Irwin St,Victoria Ave,Westbound,2018/03/19 00:00:00+00,2018/03/19 00:00:00+00,2018,510,14,54,23 (600 - 700) & 57 (1800-1900),7.43,,40.3,0.2,PENTAGON S,2019/02/24 08:20:33+00
115.86482,-31.95615203,30529,864,540_543,Hay Street,Irwin St,Victoria Ave,Westbound,2017/03/07 00:00:00+00,2017/03/21 00:00:00+00,2017,5036,433,344,113 (1000-1100),7.6,50,41.6,2.35,COP,2019/02/24 08:20:33+00
115.86482,-31.95615203,30530,681,540_543,Hay Street,Irwin St,Victoria Ave,Westbound,2016/02/22 00:00:00+00,2016/03/06 00:00:00+00,2016,5131,443,348,,6.7,40,42,21.56,COP,2019/02/24 08:20:33+00
115.8655864,-31.95714994,30531,1234,543_595,Victoria Avenue,Hay St,Adelaide Tce,Northbound,2019/03/14 00:00:00+00,2019/03/25 00:00:00+00,2019,6511,488,516,,5.4,40,39.24,12.94,Austraffic,2019/02/24 08:20:33+00
115.8655864,-31.95714994,30532,1076,543_595,Victoria Avenue,Hay St,Adelaide Tce,Northbound,2018/03/19 00:00:00+00,2018/03/28 00:00:00+00,2018,2474,201,240,,6.03,,40,0.1,PENTAGON S,2019/02/24 08:20:33+00
115.8655864,-31.95714994,30533,1068,543_595,Victoria Avenue,Hay St,Adelaide Tce,Northbound,2018/03/19 00:00:00+00,2018/03/28 00:00:00+00,2018,3707,282,281,284 (900 - 1000),7.1,,36.7,0,PENTAGON S,2019/02/24 08:20:33+00
115.8655864,-31.95714994,30534,1235,543_595,William Street,Hay St,Murray St,Northbound,2019/03/14 00:00:00+00,2019/03/25 00:00:00+00,2019,1964,101,185,,13.3,40,27.27,1.01,Austraffic,2019/02/24 08:20:33+00
115.8655864,-31.95714994,30535,1236,543_595,William Street,Hay St,Murray St,Southbound,2019/03/14 00:00:00+00,2019/03/25 00:00:00+00,2019,7405,384,465,,9.3,40,34.2,3.16,Austraffic,2019/02/24 08:20:33+00
115.8655864,-31.95714994,30536,640,543_595,Victoria Avenue,St Georges Tce,Hay St,Northbound,2015/11/02 00:00:00+00,2015/11/15 00:00:00+00,2015,5797,439,496,,6.1,40,40,15.4,COP,2019/02/24 08:20:33+00
115.8655864,-31.95714994,30537,519,543_595,Victoria Avenue,St Georges Tce,Hay St,Northbound,2014/10/20 00:00:00+00,2014/11/03 00:00:00+00,2014,5672,410,484,,4.8,40,40,14.5,COP,2019/02/24 08:20:33+00
115.8655864,-31.95714994,30538,798,543_595,Victoria Avenue,Hay St,Adelaide Tce,Northbound,2016/12/03 00:00:00+00,2016/12/11 00:00:00+00,2016,5637,413,447,,4.5,40,33,4.33,Austraffic,2019/02/24 08:20:33+00
115.8657132,-31.95378759,30539,487,549_455,Wellington Street,Pier St,Lord St,Westbound,2014/03/17 00:00:00+00,2014/03/31 00:00:00+00,2014,8323,702,463,555 (12:00 -13:00),6.7,50,54.7,39.5,COP,2019/02/24 08:20:33+00
